1782562300.820522	Cdxc4arf4qsB5	192.233.122.238	10570	172.179.167.82	443	tcp	ssl	SF	3.490535	9948	10859	13	18
1782562308.067688	CnZawLipXqXon	192.233.122.238	54262	172.233.81.177	80	tcp	http	SF	3.810781	9195	17874	16	35
1782562315.047784	CTU1NY0qI0J95	192.212.117.75	9584	192.243.146.134	443	tcp	ssl	SF	4.006004	5937	10070	20	21
1782562325.197210	CTURShaPZlMB3	10.152.85.167	3062	192.229.147.246	443	tcp	ssl	SF	1.669238	12014	40524	29	33
1782562331.311533	C8YvmVsqzLxb4	192.233.122.238	61089	172.3.250.205	443	tcp	ssl	SF	1.653016	8912	48931	12	36
1782562351.353310	CN7jDsv7MUpT2	10.172.195.116	16649	172.168.47.31	25	tcp	smtp	SF	4.391925	1181	48806	24	47
1782562361.125454	CoEo874CjXWqG	192.253.227.195	26818	10.200.10.68	443	tcp	ssl	SF	3.889970	13383	11673	11	10
1782562380.471250	CxoibjDz5yk6s	172.79.15.208	59616	10.29.22.222	443	tcp	ssl	SF	2.953746	3513	6334	25	50
1782562381.733553	CIcsnJ3KhiEKL	192.212.117.75	64668	10.225.135.101	80	tcp	http	SF	0.678662	2792	44732	9	29
1782562408.290215	CUQnhmIJX1SgI	10.85.203.244	13074	192.33.140.23	443	tcp	ssl	SF	3.774930	6938	9545	28	37
1782562413.857984	CF6roElbjyjLP	10.172.195.116	21055	172.21.32.191	80	tcp	http	SF	4.267803	2020	37561	18	14
1782562424.959684	ClC6jmD9nFkF2	10.172.195.116	37456	172.144.94.50	25	tcp	smtp	SF	4.131438	501	44759	22	8
1782562427.561368	C1s9C69hQKCg4	10.152.85.167	16655	10.72.26.13	25	tcp	smtp	SF	4.093917	13844	32579	14	35
1782562429.500314	CYUFLstScgOa9	10.85.203.244	64588	192.54.204.168	25	tcp	smtp	SF	0.405620	13008	518	24	43
1782562438.312999	C0A867vTiRcYB	10.152.85.167	22067	10.153.203.97	25	tcp	smtp	SF	4.175457	5580	43458	12	5
1782562448.718735	CZ0m3wjt7iIcx	10.172.195.116	4185	10.175.103.175	80	tcp	http	SF	1.354452	5018	34850	12	36
1782562455.143618	CuaYJDSPHi8rc	192.233.122.238	1191	10.62.172.83	25	tcp	smtp	SF	0.524309	3893	2791	12	44
1782562463.720356	CXB9gbFidy41I	172.79.15.208	24528	192.175.57.160	443	tcp	ssl	SF	3.745848	5037	27230	17	40
1782562484.767917	CEYvllyXixVRc	172.78.193.81	47825	172.190.204.28	443	tcp	ssl	SF	0.909662	8521	46222	3	47
1782562494.911067	CZ2H9VyP4mNFT	172.79.15.208	42284	192.56.184.17	80	tcp	http	SF	3.046259	4558	34212	30	7
1782562504.321409	CBZoiYFUpJNZh	192.212.117.75	64999	192.87.102.105	443	tcp	ssl	SF	1.765552	5995	47792	12	13
1782562505.545412	C15sIAZzlKqmN	192.212.117.75	51152	172.107.163.167	53	udp	dns	SF	2.775882	2105	30751	6	20
1782562518.601693	C7gWpOCP158N4	192.212.117.75	1897	192.115.167.3	25	tcp	smtp	SF	3.209062	7676	14214	23	4
1782562521.357610	CIgiwqS4kiRyX	10.172.195.116	52483	172.249.15.58	443	tcp	ssl	SF	3.336734	8856	40630	11	44
1782562526.760638	CSDEMA5mfwDDj	172.78.193.81	34075	10.251.48.244	80	tcp	http	SF	0.264819	9682	47978	14	31
1782562542.572262	CgTKoH9aArG8G	172.79.15.208	64940	192.172.150.233	25	tcp	smtp	SF	1.600537	9430	18576	23	42
1782562565.024888	CuKu52S6ERz9o	192.212.117.75	64003	10.173.1.63	80	tcp	http	SF	0.149224	7215	28441	11	34
1782562572.495188	CjSC3a7MwSGcM	192.253.227.195	60682	172.115.207.92	80	tcp	http	SF	1.670059	11665	17805	30	13
1782562581.199224	CI8dsE8srPoOE	192.253.227.195	2578	192.244.108.73	443	tcp	ssl	SF	0.951252	11583	45509	14	44
1782562584.255121	C1CAZydtP4YYk	10.85.203.244	58507	192.106.98.134	25	tcp	smtp	SF	3.151518	5398	2213	17	13
1782562584.845799	CYU2exlpgtrbg	172.79.15.208	5198	10.217.211.203	53	udp	dns	SF	4.522012	14988	20113	30	26
1782562589.632355	CJH7C3vmTkaNw	10.172.195.116	48312	10.64.142.228	53	udp	dns	SF	1.512737	2970	36486	4	36
1782562591.309289	CNjNqt6cq3S8d	10.85.203.244	22297	192.217.55.17	80	tcp	http	SF	0.648872	12312	23996	14	23
1782562594.132834	CFsAXyABPvY8b	10.85.203.244	25085	172.36.29.51	80	tcp	http	SF	3.000238	3263	47596	25	33
1782562598.962992	Ci6trhEx1CXCC	192.212.117.75	37456	10.255.92.115	25	tcp	smtp	SF	1.041698	1664	4426	28	11
1782562601.258535	CPBPKO90Ew3IW	192.212.117.75	10679	10.94.225.50	443	tcp	ssl	SF	2.475535	14827	42385	13	44
1782562631.077687	CTMsH2JS4smuy	192.233.122.238	59174	172.38.201.55	53	udp	dns	SF	2.917554	14120	19554	30	10
1782562631.872737	CEIHdfJGdrPlz	10.152.85.167	8718	172.34.12.250	443	tcp	ssl	SF	1.766258	3904	39111	18	39
1782562635.909236	CaedIWxy1Yn5G	10.85.203.244	26955	192.116.235.173	25	tcp	smtp	SF	4.385278	322	31739	3	19
1782562637.346037	C1gWvpiZI9VX7	10.152.85.167	34380	10.198.25.6	53	udp	dns	SF	2.149926	13411	40820	5	49
1782562645.507587	CL7HiqxxUw0Hb	10.152.85.167	1510	10.109.31.186	25	tcp	smtp	SF	4.873860	9750	27867	28	27
1782562656.076628	CGdx0K6h7bVw9	172.79.15.208	15909	172.152.26.162	53	udp	dns	SF	4.172411	3190	7918	18	3
1782562666.011935	CnIx6IvhLA8sr	10.85.203.244	15902	10.18.111.91	53	udp	dns	SF	0.061600	10501	30026	27	16
1782562667.128635	CsvJZUhpdsoSS	10.172.195.116	46499	10.17.171.176	80	tcp	http	SF	4.418500	1719	45437	23	30
1782562677.755445	CnY37oD6c8yME	10.152.85.167	23405	192.166.191.112	53	udp	dns	SF	4.502290	5725	42370	19	14
1782562679.003927	CEEFu35oEldiE	192.253.227.195	22525	192.26.10.180	80	tcp	http	SF	2.365431	363	40856	16	33
