1782562301.828138	CckcVWCKJtRdU	192.211.109.233	38905	172.29.121.233	53	udp	dns	SF	0.657655	7330	29385	17	18
1782562306.459192	C2eZTR0QLKYEb	10.49.235.17	59593	172.86.90.103	443	tcp	ssl	SF	0.512447	13339	21322	21	49
1782562313.004501	C4e6OZSOwhrC4	172.144.219.240	65148	172.205.221.174	25	tcp	smtp	SF	2.395948	2858	37435	18	4
1782562346.648573	CJSfk1zDklBbD	172.67.145.55	35590	172.59.226.157	53	udp	dns	SF	2.829536	6075	49524	4	35
1782562355.325599	CKTcRHPFcTJPP	10.28.246.202	18179	10.25.45.182	53	udp	dns	SF	3.199530	11448	16976	26	36
1782562369.398579	CyHLYuv1JBcqP	10.49.235.17	14251	172.88.85.73	25	tcp	smtp	SF	2.295901	9805	4630	25	35
1782562376.992077	CxzJMNkcRj7FV	172.189.116.107	54108	172.184.250.159	25	tcp	smtp	SF	3.267661	9088	25127	24	33
1782562377.956082	C6QgiV9byuaoe	192.211.109.233	21025	10.35.158.152	443	tcp	ssl	SF	2.886484	4472	32169	28	32
1782562378.222247	CQwPCoy3UE4A3	172.144.219.240	6676	172.137.56.72	25	tcp	smtp	SF	0.387657	10909	32089	15	33
1782562400.443293	Ca3z15elMIq4K	10.28.246.202	57637	10.227.94.131	80	tcp	http	SF	0.689522	6187	29008	17	44
1782562408.162939	COAi4cLfAzBYD	172.144.219.240	33849	192.222.245.19	443	tcp	ssl	SF	0.803146	645	48863	29	25
1782562415.869907	CxWNw8f261sQm	10.28.246.202	5091	10.143.97.108	25	tcp	smtp	SF	4.206540	171	49577	21	50
1782562417.891372	Cp3hqJWgD6NFT	172.67.145.55	22082	172.208.27.146	25	tcp	smtp	SF	0.340358	12083	2211	19	48
1782562423.896206	C0xSB7fbZpV1w	10.28.246.202	52397	172.155.29.53	80	tcp	http	SF	3.449779	10187	34690	28	14
1782562438.434905	CDkb4uLuCkBiy	192.211.109.233	22195	172.36.206.10	25	tcp	smtp	SF	2.610010	12529	12032	5	32
1782562456.097107	CbvcjdCyUyzWl	192.211.109.233	52094	10.92.139.93	80	tcp	http	SF	4.004918	12093	25736	7	35
1782562460.880051	CtLDdML0qf1Vy	10.28.246.202	23493	172.23.2.102	80	tcp	http	SF	2.329070	13726	40737	28	13
1782562463.546136	CSrQbXG2vEKxX	10.49.235.17	54220	172.75.56.12	443	tcp	ssl	SF	4.613490	13961	10024	10	35
1782562473.586911	CQeTNjLzg5IzO	172.144.219.240	50642	172.252.196.49	443	tcp	ssl	SF	3.706763	10328	45907	21	45
1782562483.561320	CsSLEwPaX4Vqw	10.28.246.202	59533	172.233.88.127	25	tcp	smtp	SF	0.256451	3614	29782	25	12
1782562490.046789	CJlsg8TqIX7zz	192.220.93.58	46533	172.123.165.110	53	udp	dns	SF	0.339800	6183	33112	26	15
1782562491.292270	CyiRzY0J8ZB1o	10.227.105.64	45449	192.203.192.55	443	tcp	ssl	SF	4.806140	11664	18434	29	7
1782562508.783260	CkrU9tlYvQaAj	172.67.145.55	20336	172.78.138.97	53	udp	dns	SF	0.451709	14462	13446	17	19
1782562528.092273	CqYvKXpAXIVl4	192.220.93.58	18989	10.144.114.157	80	tcp	http	SF	1.310650	10630	38361	5	22
1782562536.797949	C1RnJDVdZbdeY	10.49.235.17	51880	10.18.253.221	443	tcp	ssl	SF	1.531325	14848	8460	28	13
1782562560.263497	CP1YIZC2xgnBH	172.67.145.55	28590	192.63.70.246	443	tcp	ssl	SF	1.478232	4602	21668	24	20
1782562561.459677	C3ntFA84sZiUs	10.28.246.202	3394	172.161.194.131	443	tcp	ssl	SF	3.812156	8350	542	23	32
1782562563.301484	CmYM5PKuLWYJY	192.220.93.58	50760	172.202.83.164	25	tcp	smtp	SF	1.940018	6262	42116	14	27
1782562564.205210	CClsm0WX62JQz	192.220.93.58	48438	10.83.173.224	80	tcp	http	SF	2.915155	4729	6123	25	10
1782562570.665740	CkYMej11QqyNz	172.189.116.107	51194	172.55.162.196	80	tcp	http	SF	0.374906	2323	7143	25	39
1782562572.137378	CBTRd6NnAE84P	172.67.145.55	7327	192.233.126.154	443	tcp	ssl	SF	3.942003	8801	44079	17	11
1782562576.460003	CrA74yEBF6xaJ	192.220.93.58	8856	172.6.164.88	443	tcp	ssl	SF	1.572010	4453	24793	14	35
1782562577.727559	CWrggJLuii5cT	172.189.116.107	59342	172.82.96.181	25	tcp	smtp	SF	3.663539	11931	9709	8	16
1782562580.068018	Cl1yRA8anqZ6y	10.227.105.64	51888	172.41.13.222	25	tcp	smtp	SF	3.923193	3796	35200	5	46
1782562583.676646	C3nIq1u40SEEk	10.28.246.202	2812	172.43.217.240	443	tcp	ssl	SF	4.499260	7935	48564	25	16
1782562583.852481	C2dmw1jKxjAhB	172.67.145.55	3912	10.207.57.137	80	tcp	http	SF	1.665628	8166	767	4	41
1782562610.227356	C6vMLRf88kSni	172.144.219.240	9895	10.48.76.217	53	udp	dns	SF	4.178211	9412	38087	20	42
1782562618.317719	CcKzPr3i8Fudi	172.189.116.107	54106	172.16.180.170	443	tcp	ssl	SF	0.439026	8028	21308	6	32
1782562620.468130	CxzL6TH0LbOrs	10.49.235.17	25407	192.166.155.4	25	tcp	smtp	SF	0.585409	9833	21797	5	35
1782562620.962405	ChT35M6dWXD7X	10.28.246.202	37160	10.231.75.220	80	tcp	http	SF	0.558821	2464	3834	7	18
1782562638.304634	CRNq8eXK13rrJ	172.189.116.107	49725	10.55.170.253	80	tcp	http	SF	1.708908	6561	33683	30	6
1782562643.520885	CCMoDGf72cvPa	10.49.235.17	51752	192.151.43.187	80	tcp	http	SF	3.965700	6690	5035	20	26
1782562675.269214	Cem6D7VeFFYV6	172.144.219.240	5858	10.42.49.213	443	tcp	ssl	SF	1.788159	5846	18546	21	43
1782562686.714177	CpZpMX3Zr3wsx	172.144.219.240	60627	192.106.230.188	80	tcp	http	SF	4.632855	12348	28304	19	41
1782562695.720821	CrFzdgxtpFJQ6	10.49.235.17	60821	192.204.18.43	53	udp	dns	SF	2.522586	4869	32305	7	31
1782562709.095677	CVdPQ32GLZljz	10.227.105.64	31494	192.155.206.15	53	udp	dns	SF	1.247079	13454	21847	11	23
1782562736.718384	CkEAYe4NkmOSq	172.189.116.107	53094	192.220.241.138	25	tcp	smtp	SF	1.678446	8757	2221	28	27
